no,건축년도,보증금.만원.,거래금액.만원.,전세가율,주택유형,본번,부번,층,도로명,단지명,전용면적,시군구,법정동,지번,주택인허가_단순,계약유형,임대구분,편차,전용면적_그룹,평균 전세가율,위도,경도,위험확률,위험등급
1,2019,30620,42100,72.73159145,아파트,1,10,9,송정로104번길 21,비바체하임,62.68,수원시 장안구,정자동,'1-10,미상,갱신,불명확,11.60285096,대형,61.12874049,37.29460929,127.0093081,53.46647852,주의
2,2019,36000,43000,83.72093023,아파트,1,10,14,송정로104번길 21,비바체하임,62.68,수원시 장안구,정자동,'1-10,미상,갱신,불명확,22.59218974,대형,61.12874049,37.29460929,127.0093081,57.92041826,주의
3,2019,29000,41500,69.87951807,아파트,1,10,17,송정로104번길 21,비바체하임,65.1,수원시 장안구,정자동,'1-10,미상,갱신,불명확,8.750777579,대형,61.12874049,37.29460929,127.0093081,53.39126736,주의
4,2019,31666.66667,43300,73.13317937,아파트,1,10,19,송정로104번길 21,비바체하임,62.68,수원시 장안구,정자동,'1-10,미상,갱신,불명확,12.00443888,대형,61.12874049,37.29460929,127.0093081,53.47706868,주의
5,1997,21666.66667,32000,67.70833333,아파트,4,20,1,광교산로 148,신미주,84.89,수원시 장안구,연무동,'4-20,미상,신규,불명확,-2.961098589,대형,70.66943192,37.30042279,127.0315994,51.50211204,안전
6,1997,17000,25000,68,아파트,4,20,2,광교산로 148,신미주,59.94,수원시 장안구,연무동,'4-20,미상,신규,불명확,-7.350828317,중형,75.35082832,37.30042279,127.0315994,52.57220221,주의
7,1997,29000,34125,84.98168498,아파트,4,20,2,광교산로 148,신미주,84.89,수원시 장안구,연무동,'4-20,미상,신규,불명확,14.31225306,대형,70.66943192,37.30042279,127.0315994,56.26557212,주의
8,1997,25666.66667,40250,63.76811594,아파트,4,20,8,광교산로 148,신미주,84.89,수원시 장안구,연무동,'4-20,미상,신규,불명확,-6.901315979,대형,70.66943192,37.30042279,127.0315994,51.39820576,안전
9,1997,22500,41500,54.21686747,아파트,4,20,11,광교산로 148,신미주,84.89,수원시 장안구,연무동,'4-20,미상,신규,불명확,-16.45256445,대형,70.66943192,37.30042279,127.0315994,48.61656918,안전
10,1997,20000,27225,73.46189164,아파트,4,20,12,광교산로 148,신미주,59.94,수원시 장안구,연무동,'4-20,미상,신규,불명확,-1.888936677,중형,75.35082832,37.30042279,127.0315994,52.71623609,주의
11,1997,21750,26650,81.61350844,아파트,4,20,13,광교산로 148,신미주,59.94,수원시 장안구,연무동,'4-20,미상,신규,불명확,6.262680123,중형,75.35082832,37.30042279,127.0315994,57.23914967,주의
12,1997,27250,34250,79.5620438,아파트,4,20,13,광교산로 148,신미주,84.89,수원시 장안구,연무동,'4-20,미상,신규,불명확,8.892611881,대형,70.66943192,37.30042279,127.0315994,53.59288888,주의
13,1997,20000,35500,56.33802817,아파트,4,20,14,광교산로 148,신미주,84.89,수원시 장안구,연무동,'4-20,미상,신규,불명확,-14.33140375,대형,70.66943192,37.30042279,127.0315994,48.67250566,안전
14,1997,22000,30000,73.33333333,아파트,4,20,19,광교산로 148,신미주,84.89,수원시 장안구,연무동,'4-20,미상,신규,불명확,2.663901411,대형,70.66943192,37.30042279,127.0315994,51.6504472,안전
15,2000,18000,23850,75.47169811,아파트,5,4,3,매송고색로 751-17,상우,59.86,수원시 권선구,고색동,'5-4,미상,신규,불명확,8.036416246,중형,67.43528186,37.25343785,126.9848021,54.59969559,주의
16,2000,19250,32200,59.7826087,아파트,5,4,9,매송고색로 751-17,상우,84.87,수원시 권선구,고색동,'5-4,미상,신규,불명확,-5.174043813,대형,64.95665251,37.25343785,126.9848021,48.8010681,안전
17,2000,20666.66667,32000,64.58333333,아파트,5,4,10,매송고색로 751-17,상우,84.87,수원시 권선구,고색동,'5-4,미상,신규,불명확,-0.373319183,대형,64.95665251,37.25343785,126.9848021,51.45743008,안전
18,2000,7000,20500,34.14634146,아파트,5,4,3,금호로 248,현대탑월드,59.4,수원시 권선구,탑동,'5-4,미상,신규,불명확,-31.72384336,중형,65.87018482,37.27539454,126.9773856,46.91790792,안전
19,2000,25000,31433.33333,79.53340403,아파트,5,4,4,금호로 248,현대탑월드,83.7,수원시 권선구,탑동,'5-4,미상,신규,불명확,9.921723051,대형,69.61168098,37.27539454,126.9773856,53.59911888,주의
20,2000,10000,19000,52.63157895,아파트,5,4,9,금호로 248,현대탑월드,59.4,수원시 권선구,탑동,'5-4,미상,신규,불명확,-13.23860587,중형,65.87018482,37.27539454,126.9773856,49.69977167,안전
21,1986,12750,17033.33333,74.85322896,아파트,7,114,1,서둔로 12,연안,44.57,수원시 권선구,고색동,'7-114,미상,신규,불명확,7.417947096,중형,67.43528186,37.253056,126.9844409,54.58338613,주의
22,1986,9000,14550,61.8556701,아파트,7,114,1,서둔로 12,연안,44.59,수원시 권선구,고색동,'7-114,미상,신규,불명확,-5.579611764,중형,67.43528186,37.253056,126.9844409,52.46244519,주의
23,1986,11000,18020,61.04328524,아파트,7,114,2,서둔로 12,연안,44.57,수원시 권선구,고색동,'7-114,미상,신규,불명확,-6.391996624,중형,67.43528186,37.253056,126.9844409,52.44102205,주의
24,1986,11150,15537.5,71.76186645,아파트,7,114,2,서둔로 12,연안,44.59,수원시 권선구,고색동,'7-114,미상,신규,불명확,4.326584586,중형,67.43528186,37.253056,126.9844409,52.72367849,주의
25,1986,12800,16338.33333,78.34336428,아파트,7,114,3,서둔로 12,연안,44.57,수원시 권선구,고색동,'7-114,미상,신규,불명확,10.90808242,중형,67.43528186,37.253056,126.9844409,54.67542341,주의
26,1986,11290,15825,71.34281201,아파트,7,114,3,서둔로 12,연안,44.59,수원시 권선구,고색동,'7-114,미상,신규,불명확,3.907530146,중형,67.43528186,37.253056,126.9844409,52.71262773,주의
27,1986,12750,16310,78.17290006,아파트,7,114,4,서둔로 12,연안,44.57,수원시 권선구,고색동,'7-114,미상,신규,불명확,10.7376182,중형,67.43528186,37.253056,126.9844409,54.67092815,주의
28,1986,11666.66667,14850,78.5634119,아파트,7,114,4,서둔로 12,연안,44.59,수원시 권선구,고색동,'7-114,미상,신규,불명확,11.12813004,중형,67.43528186,37.253056,126.9844409,54.68122623,주의
29,1986,9000,13375,67.28971963,아파트,7,114,5,서둔로 12,연안,44.59,수원시 권선구,고색동,'7-114,미상,신규,불명확,-0.145562234,중형,67.43528186,37.253056,126.9844409,52.60574487,주의
30,1994,19000,22500,84.44444444,아파트,9,2,8,송정로 96,벽산그랜드코아,78.86,수원시 장안구,정자동,'9-2,미상,신규,불명확,23.31570395,대형,61.12874049,37.29545448,127.007535,57.94878991,주의
31,1994,18900,26500,71.32075472,아파트,9,2,13,송정로 96,벽산그랜드코아,66.17,수원시 장안구,정자동,'9-2,미상,신규,불명확,10.19201423,대형,61.12874049,37.29545448,127.007535,53.43856586,주의
32,1994,17000,23000,73.91304348,아파트,9,2,14,송정로 96,벽산그랜드코아,66.17,수원시 장안구,정자동,'9-2,미상,신규,불명확,12.78430299,대형,61.12874049,37.29545448,127.007535,53.50692632,주의
33,2003,27500,34000,80.88235294,아파트,9,4,3,창훈로80번길 50,효준,84.12,수원시 장안구,연무동,'9-4,미상,신규,불명확,10.21292102,대형,70.66943192,37.29949309,127.0292866,56.15746988,주의
34,2003,20000,25000,80,아파트,9,4,4,창훈로80번길 50,효준,75.25,수원시 장안구,연무동,'9-4,미상,신규,불명확,9.330568081,대형,70.66943192,37.29949309,127.0292866,56.13420162,주의
35,1999,8900,10175,87.46928747,아파트,10,0,2,창훈로60번길 31,성원,33.27,수원시 장안구,연무동,'10,미상,신규,불명확,12.11845915,중형,75.35082832,37.29859573,127.0295401,57.39357063,주의
36,1999,2000,11066.66667,18.07228916,아파트,10,0,6,창훈로60번길 31,성원,33.27,수원시 장안구,연무동,'10,미상,신규,불명확,-57.27853916,중형,75.35082832,37.29859573,127.0295401,46.43141504,안전
37,1999,9000,10666.66667,84.375,아파트,10,0,7,창훈로60번길 31,성원,33.27,수원시 장안구,연무동,'10,미상,신규,불명확,9.024171683,중형,75.35082832,37.29859573,127.0295401,57.31197211,주의
38,1999,9500,11775,80.67940552,아파트,10,0,8,창훈로60번길 31,성원,33.27,수원시 장안구,연무동,'10,미상,신규,불명확,5.328577203,중형,75.35082832,37.29859573,127.0295401,57.21451673,주의
39,1999,10500,12500,84,아파트,10,0,9,창훈로60번길 31,성원,33.27,수원시 장안구,연무동,'10,미상,신규,불명확,8.649171683,중형,75.35082832,37.29859573,127.0295401,57.30208311,주의
40,1999,14200,20433.33333,69.49429038,아파트,10,0,9,창훈로60번길 31,성원,52.07,수원시 장안구,연무동,'10,미상,신규,불명확,-5.856537937,중형,75.35082832,37.29859573,127.0295401,52.61160769,주의
41,1999,9214.285714,11400,80.82706767,아파트,10,0,10,창훈로60번길 31,성원,33.27,수원시 장안구,연무동,'10,미상,신규,불명확,5.476239353,중형,75.35082832,37.29859573,127.0295401,57.21841067,주의
42,1999,8750,10433.33333,83.8658147,아파트,10,0,13,창훈로60번길 31,성원,33.27,수원시 장안구,연무동,'10,미상,신규,불명확,8.514986383,중형,75.35082832,37.29859573,127.0295401,57.29854455,주의
43,1985,13000,20500,63.41463415,아파트,11,1,1,송정로90번길 4,효성,75.51,수원시 장안구,정자동,'11-1,미상,신규,불명확,2.285893659,대형,61.12874049,37.29529697,127.006425,51.4518897,안전
44,1985,15300,22000,69.54545455,아파트,11,1,3,송정로90번길 4,효성,75.51,수원시 장안구,정자동,'11-1,미상,신규,불명확,8.416714059,대형,61.12874049,37.29529697,127.006425,53.39174996,주의
45,1985,20000,32000,62.5,아파트,11,1,5,송정로90번길 4,효성,75.51,수원시 장안구,정자동,'11-1,미상,신규,불명확,1.371259509,대형,61.12874049,37.29529697,127.006425,51.42777016,안전
46,2001,18000,31350,57.41626794,아파트,11,11,2,장안로5번길 45,성원쌍떼빌,59.55,수원시 팔달구,화서동,'11-11,주택,신규,불명확,4.203073189,중형,53.21319475,37.28463332,127.0041696,49.32915993,안전
47,2001,19666.66667,24900,78.98259705,아파트,11,11,3,장안로5번길 45,성원쌍떼빌,59.55,수원시 팔달구,화서동,'11-11,주택,신규,불명확,25.7694023,중형,53.21319475,37.28463332,127.0041696,55.84020852,주의
48,2001,20000,42200,47.39336493,아파트,11,11,3,장안로5번길 45,성원쌍떼빌,84.48,수원시 팔달구,화서동,'11-11,주택,신규,불명확,-10.459899,대형,57.85326393,37.28463332,127.0041696,47.94089255,안전
49,2001,19500,25900,75.28957529,아파트,11,11,4,장안로5번길 45,성원쌍떼빌,59.55,수원시 팔달구,화서동,'11-11,주택,신규,불명확,22.07638054,중형,53.21319475,37.28463332,127.0041696,54.10844124,주의
50,2001,20000,28300,70.67137809,아파트,11,11,6,장안로5번길 45,성원쌍떼빌,59.55,수원시 팔달구,화서동,'11-11,주택,신규,불명확,17.45818334,중형,53.21319475,37.28463332,127.0041696,53.98665618,주의
51,2001,24000,30000,80,아파트,11,11,7,장안로5번길 45,성원쌍떼빌,71.45,수원시 팔달구,화서동,'11-11,주택,신규,불명확,22.14673607,대형,57.85326393,37.28463332,127.0041696,55.63846547,주의
52,2001,22500,29600,76.01351351,아파트,11,11,8,장안로5번길 45,성원쌍떼빌,59.55,수원시 팔달구,화서동,'11-11,주택,신규,불명확,22.80031876,중형,53.21319475,37.28463332,127.0041696,55.76191172,주의
53,2001,23000,37000,62.16216216,아파트,11,11,8,장안로5번길 45,성원쌍떼빌,84.48,수원시 팔달구,화서동,'11-11,주택,신규,불명확,4.308898228,대형,57.85326393,37.28463332,127.0041696,50.86011951,안전
54,2001,17200,30625,56.16326531,아파트,11,11,9,장안로5번길 45,성원쌍떼빌,59.55,수원시 팔달구,화서동,'11-11,주택,신규,불명확,2.950070559,중형,53.21319475,37.28463332,127.0041696,49.29611739,안전
55,2001,21000,29033.33333,72.33065442,아파트,11,11,10,장안로5번길 45,성원쌍떼빌,59.55,수원시 팔달구,화서동,'11-11,주택,신규,불명확,19.11745967,중형,53.21319475,37.28463332,127.0041696,54.03041246,주의
56,2001,18000,23500,76.59574468,아파트,11,11,11,장안로5번길 45,성원쌍떼빌,59.27,수원시 팔달구,화서동,'11-11,주택,신규,불명확,23.38254993,중형,53.21319475,37.28463332,127.0041696,55.77726556,주의
57,2001,19166.66667,30150,63.57103372,아파트,11,11,11,장안로5번길 45,성원쌍떼빌,59.55,수원시 팔달구,화서동,'11-11,주택,신규,불명확,10.35783897,중형,53.21319475,37.28463332,127.0041696,53.79941516,주의
58,2001,24500,36850,66.48575305,아파트,11,11,11,장안로5번길 45,성원쌍떼빌,84.48,수원시 팔달구,화서동,'11-11,주택,신규,불명확,8.632489118,대형,57.85326393,37.28463332,127.0041696,52.75232187,주의
59,2001,22500,31500,71.42857143,아파트,11,11,12,장안로5번길 45,성원쌍떼빌,59.55,수원시 팔달구,화서동,'11-11,주택,신규,불명확,18.21537668,중형,53.21319475,37.28463332,127.0041696,54.0066239,주의
60,2001,24800,44500,55.73033708,아파트,11,11,12,장안로5번길 45,성원쌍떼빌,84.48,수원시 팔달구,화서동,'11-11,주택,신규,불명확,-2.122926852,대형,57.85326393,37.28463332,127.0041696,48.16074429,안전
61,2001,25000,27650,90.4159132,아파트,11,11,13,장안로5번길 45,성원쌍떼빌,59.55,수원시 팔달구,화서동,'11-11,주택,신규,불명확,37.20271845,중형,53.21319475,37.28463332,127.0041696,58.67147654,주의
